PK (7100)	GUID (5800)	DayOfWeek (7101)	Starttime (7102)	Length (7115)	Course (7106)	Subject (7103)	Teacher (7104)	Group (7105)	Room (7107)	Period (7108)	Week (7109)	ActualWeeks (7167)
208	{6A514EE5-151D-4926-A384-B774B18739CF}	Måndag	15:40	70		SAL		Salspärr MUP / DIG	122			34-43, 45-51, 3-8, 10-14, 16-24
376	{1B3B3854-2A67-4DB7-8570-7EBD1AC65B33}	Måndag	12:30	70		SAL		Salspärr MUP / DIG	108			34-43, 45-51, 3-8, 10-14, 16-24
840	{5A0B20E8-4970-45EA-8F65-8A34A83395D9}	Tisdag	12:40	90	ENGE1000X	ENG	AhmeLa	ENG01:25F	216			35-43, 45, 47-51, 3-8, 10-14, 16-24
95	{26F501BA-EEC3-4E01-9E18-F115309975E6}	Onsdag	10:10	90	SVESVE03	SVE	LjunLi	SVE03:23F	229			35-41, 43, 45-49, 51, 3-8, 10-14, 16-18, 20-24
43	{633445E5-CE7C-454D-9CC4-C3F51C18C0D4}	Onsdag	8:30	90	ENGENG06	ENG	AhmeLa	ENG06:24F	216			35-41, 43, 45-49, 51, 4-8, 10-13, 16-24
965	{3BB30688-4D7A-44FC-B152-4D94E841566A}	Onsdag	15:00	90	ENGE1000X	ENG	AhmeLa	ENG01:25F	216			35-41, 43, 45-49, 51, 3-8, 10-14, 16-24
290	{F52B8609-927C-4A5B-8C03-BE8E9AB14302}	Måndag	9:40	90	SAMH1B00X	SAM	AhmeLa	SAM01:25F	216			35-43, 45, 47-51, 3-8, 10-14, 16-20, 22-24
656	{B5133302-AF5E-47B4-8744-C72826A60570}	Onsdag	13:20	90	SVESVE03	SVE	EdoAnn	SVE03:23B	210			35-41, 43, 45-49, 51, 3-8, 10-14, 16-18, 20-24
234	{F8FCF41F-F91A-439E-8EE7-D47E9A2A0245}	Tisdag	10:10	75	IDRIDR01	IDR	KonTii	IDR01:24A	210			35-43, 45, 47-51, 3-8, 10-13, 16, 18-24
111	{BC9D3E32-E3B6-43FB-A755-8FB7F4AAE3E2}	Måndag	10:10	90	MATE1B00X	MAT	HagmMa	MAT01:25E	037			35-43, 45, 47-51, 3-8, 10-14, 16-20, 22-24
909	{E9998C80-1972-47E4-B1E6-DEE43CDAC45E}	Måndag	12:40	90	MATE1B00X	MAT	HagmMa	MAT01:25D	037			35-43, 45, 47-51, 3-8, 10-14, 16-20, 22-24
128	{6BBF254E-A767-4AB6-969C-DCFEBE9BC628}	Måndag	12:40	90	MATE1B00X	MAT	BergSo	MAT01:25F	036			35-43, 45, 47-51, 3-8, 10-14, 16-20, 22-24
398	{56BE4F79-7DBE-4CA9-99E7-659D01AD8397}	Måndag	10:10	90	MATE1B00X	MAT	BergSo	MAT01:25B	036			35-43, 45, 47-51, 3-8, 10-14, 16-20, 22-24
394	{07AA1C7B-573F-47F5-AEE4-FFA80D96459F}	Onsdag	12:40	30		Mentorstid	EdoAnn,VideRo	KLASS:23B	210			35-41, 43, 45-49, 51, 3-8, 10-14, 16-18, 20-24
193	{9CFE72B9-1E08-4813-83BA-B94ECD8EFB7A}	Fredag	8:30	60		SAL		Salspärr Åk 1	028			34-43, 45-50, 2-8, 10-13, 16-17, 21-24
427	{AE709110-2F12-473D-A871-C2743BF3015C}	Måndag	10:10	55		SAL	BruKar	Salspärr BruKar	103			34-43, 45-51, 3-8, 10-14, 16-24
547	{D62D8B68-46A8-4FF8-A445-A725341D01AE}	Torsdag	12:40	90	ENGE1000X	ENG	RehnLi	ENG01:25C	215			35-42, 45-49, 51, 3-8, 10-14, 16-19, 21-24
842	{7EB46125-2131-464F-BAB6-C4BA84F0D4C4}	Måndag	14:15	30		Mentorstid	LindLi,DrouJo	KLASS:24G	202			35-43, 45, 47-51, 3-8, 10-13, 16-24
83	{6C98B708-DC6B-4543-847D-5AAAF60A1113}	Fredag	8:30	120		MEDIA ÅK 1	EngsSa	FOT01:25F,DIG01:25F,EST01:25F	204			35-36, 38-42, 45-49, 2-8, 10-13, 16-17, 21-24
137	{78F5306E-D3A8-4142-86FF-930A283E79C3}	Fredag	8:30	90	KOSKOS0	KOS	FredJe	KOS0:23C	216	Ht		35-36, 38-42, 45-49
135	{D0217EEE-CB10-4505-9C38-11102EA8E1E0}	Fredag	8:30	90	RELREL01	REL	KarlHe	REL01:23C	216	Vt		2-8, 10-13, 16-17, 21-24
102	{F34FA61A-6718-4F32-889F-4F69B2A45F56}	Tisdag	12:40	90	HISHIS02b	HIS	SiegAn	HIS02:23C	208			35-43, 45, 47-51, 3-8, 10-14, 16-18, 20-24
97	{726B7F64-2AA4-4434-BC35-BF195A50E1AF}	Tisdag	10:10	90	HISHIS01b	HIS	AateEl	HIS01:24C	202			35-43, 45, 47-51, 3-8, 10-13, 16, 18-24
878	{1595379F-2CE2-4953-AC95-FD7B2CE04270}	Onsdag	12:40	90	SVESVE02	SVE	NorrJa	SVE02:24G	218			35-41, 43, 45-49, 51, 4-8, 10-13, 16-24
72	{8ED0B861-EFE8-4C5A-9245-34609DDC57B6}	Torsdag	10:40	90	MATMAT02b	MAT	BergSo	MAT02:24G	036			35-42, 45-49, 51, 3-8, 10-14, 16, 18-19, 21-24
967	{440B7B52-6575-44FD-B9A3-9A61B89E1A07}	Fredag	10:50	90	NATU1B00X	NAK	EneAn	NAK01:25D	224			35-36, 38-42, 45-49, 2-8, 10-13, 16-17, 21-24
540	{838BB129-7D0C-4517-91D7-8DEBA54B8BDD}	Fredag	10:50	90	SAMH1B00X	SAM	BjörMa	SAM01:25E	209			35-36, 38-42, 45-49, 2-8, 10-13, 16-17, 21-24
31	{F1B8CF0E-1394-4E08-9051-194A02D52E58}	Måndag	12:40	90	KOSKOS0	KOS	AateEl	KOS0:23E	203	Ht		35-43, 45, 47-51
328	{A66143C5-170E-4A8A-ABB9-07EC3DD01C62}	Måndag	12:40	90	RELREL01	REL	TägtAm	REL01:23E	203	Vt		3-8, 10-14, 16-18, 20-24
79	{8763DCE4-DD29-4A4D-9DFF-DCEF7FE26FBC}	Onsdag	10:00	120		MÖTE	LohmMa,ThorAn,MarAmi,NymHan,FalCha,GrafHe,HusMal,TjerSt	Möte EHT	Malins rum			34-43, 45-51, 3-8, 10-14, 16-24
942	{5480AC6F-7850-4EDA-97FC-6F95B008F153}	Onsdag	13:00	60		MÖTE	CollFi,LundNi,GrafHe,BroFre,HusMal,TjerSt,OlliKa	Adminmöte	Malins rum			34-43, 45-51, 3-8, 10-14, 16-24
416	{7222A275-20A4-4E7A-87A1-AAD4D2A53DCC}	Måndag	10:10	90	KOSKOS0	KOS	AateEl	KOS0:23A	204	Ht		35-43, 45, 47-51
231	{B60C00E5-E069-4902-923B-F0657146A805}	Måndag	10:10	90	RELREL01	REL	KarlHe	REL01:23A	204	Vt		3-8, 10-14, 16-18, 20-24
93	{EDB8464D-2E56-467D-9BB6-75DF94648E12}	Måndag	10:10	90	HISHIS02b	HIS	TägtAm	HIS02:23E	203			35-43, 45, 47-51, 3-8, 10-14, 16-18, 20-24
152	{E358B782-EB54-4657-9962-233CDE8AF751}	Måndag	13:25	75	IDRIDR01	IDR	KonTii	IDR01:24B	Rörelsehallen			35-43, 45, 47-51, 3-8, 10-13, 16-24
387	{8E508225-7E90-48BF-A8B0-A0E91E1EDA0D}	Fredag	14:40	30		Mentorstid	VindHe,GranEl,TörnEf	KLASS:25C	210			35-36, 38-42, 45-49, 2-8, 10-13, 16-17, 21-24
788	{D172AA95-2E0F-4C32-836E-92CA31FB4D11}	Torsdag	10:40	90	HISHIS01b	HIS	BjörMa	HIS01:24D	209			35-42, 45-49, 51, 3-8, 10-14, 16, 18-19, 21-24
755	{1AA21367-34AE-452F-942C-FD7A0A1C2968}	Torsdag	8:30	60	MATMAT01b	MAT	AmanPe	MAT01:23Y_2	037			35-42, 45-49, 51, 3-8, 10-14, 16-18, 21-24
191	{CDA810F8-5E04-4CB3-AFCA-157423688408}	Onsdag	16:00	30		Mentorstid	LindCh,AateEl,KarlHe	KLASS:24E	209			35-41, 43, 45-49, 51, 3-8, 10-13, 16-24
482	{CC3E9DE7-6145-49E6-810D-A63FB58DD14E}	Torsdag	8:30	60	MATMAT01b	MAT	HagmMa	MAT01:24Cx	036			35-42, 45-49, 51, 3-8, 10-14, 16, 18-19, 21-24
991	{48A2F25E-5F2B-494C-AF99-AA77D668D22C}	Onsdag	11:50	60	MATMAT01b	MAT	AmanPe	MAT01:24DEx	037			35-38, 40-41, 43, 45-49, 51, 4-8, 10-13, 16-24
943	{28252428-148B-4BB8-8A10-5F66037F04A1}	Onsdag	13:20	90	MATE1B00X	MAT	HagmMa,BergSo	MAT01:25C	036			35-41, 43, 45-49, 51, 3-8, 10-14, 16-22, 24
124	{187BED1E-BCC1-472A-A048-E67C8938F7E4}	Onsdag	13:30	80		MAT01_Resurs	HagmMa,BergSo	RESURS_MAT01_BergSo	035			34-43, 45-51, 3-8, 10-14, 16-24
223	{3AED7C4C-F188-463D-8C5A-FB303106871A}	Onsdag	13:50	60	MATMAT01b	MAT	AmanPe	MAT01:24Dx	037			35-41, 43, 45-49, 51, 4-8, 10-13, 16-24
585	{1C2D7E36-6C02-4089-AEA3-62B53D2FF1E0}	Torsdag	10:10	60	MATMAT01b	MAT	AmanPe	MAT01:24Fx	037			35-42, 45-49, 51, 3-8, 10-14, 16-19, 21-24
533	{A08CD6AE-B1E1-4C9D-AADF-38FED40B5407}	Fredag	13:10	90	MATE1B00X	MAT	BergSo,HagmMa	MAT01:25F	036			35-36, 38-42, 45-49, 2-8, 10-13, 16-17, 21-24
559	{2E037E1F-7F7A-4FA4-BDCF-92B5B633BB04}	Fredag	13:10	90		MAT01_Resurs	BergSo,HagmMa	RESURS_MAT01_HagmMa	037			34-43, 45-50, 2-8, 10-13, 16-17, 21-24
615	{C4EF7DBB-9F39-4DF4-9999-AFC9B8D956D6}	Fredag	12:40	60	MATMAT01b	MAT	AmanPe	MAT01:23Y_1	223			35-36, 38-42, 45-49, 2-8, 10-13, 16-17, 21-24
990	{92070610-3801-4421-8298-000C18416365}	Fredag	13:50	60	MATMAT01b	MAT	AmanPe	MAT01:24Ax	223			35-36, 38-42, 45-49, 2-8, 10-12, 16-17, 21-24
303	{BCECAF6D-97EB-4738-865B-4F5024BFBE80}	Måndag	13:10	90	KOSKOS0	KOS	FredJe	KOS0:23C	229	Ht		35-43, 45, 47-51
183	{738E6162-1B64-4D8D-A534-28042BA66942}	Måndag	13:10	90	RELREL01	REL	KarlHe	REL01:23C	229	Vt		3-8, 10-14, 16-18, 20-24
934	{BA5E96DD-9062-428D-B447-F0F470795865}	Måndag	13:20	90	ENGENG06	ENG	AhmeLa	ENG06:24F	216			35-43, 45, 47-51, 3-8, 10-13, 16-24
617	{0B4224E6-ED84-4D6D-BB7D-1C6D3805C37E}	Tisdag	13:20	90	NATU1B00X	NAK	AndeMi	NAK01:25B	224			35-43, 45, 47-51, 3-8, 10-14, 16-22, 24
301	{9735A544-27D2-403B-AA7B-247005189D09}	Torsdag	13:20	180	BILD1B00X	BIL	FredJe	BLD01:25F	224			35-42, 45-49, 51, 3-8, 10-14, 16-19, 21-24
182	{88052A29-5ADF-43D5-AAAA-6B9A3089CA5F}	Torsdag	13:20	90		SAL		Salspärr ENTR	028			34-43, 45-51, 3-8, 10-14, 16-19, 21-24
811	{C76E751F-87C5-42A4-875B-6552A78705C0}	Tisdag	12:40	90		SAL		Salspärr EST02	028			34-43, 45-51, 3-8, 10-14, 16-24
956	{9C77C02D-7EE7-4915-B007-EFA7395CFCFD}	Torsdag	10:40	90	RELREL01	REL	KarlHe	REL01:23F	210	Ht		35-42, 45-49, 51
255	{EB7E5908-4B86-426B-947B-AB3668A48E76}	Torsdag	10:40	90	KOSKOS0	KOS	FredJe	KOS0:23F	210	Vt		3-8, 10-14, 16-17, 21-24
659	{0EE39515-F5AD-4CDB-BEF6-CFE075DFA2FF}	Tisdag	10:10	30		Mentorstid	SparAm,EneAn,LundCa	KLASS:23C	215			35-43, 45, 47-51, 3-8, 10-14, 16-18, 20-24
866	{10DADB2F-60DD-4A6B-B7C8-C10053D10038}	Tisdag	10:10	90	ENGENG06	ENG	KarlHe	ENG06:24D	209			35-43, 45, 47-51, 3-8, 10-13, 16, 18-24
156	{110DA519-6EB8-427F-9009-C296F9D46D6D}	Torsdag	10:00	90		MÖTE	LindCh,EngsSa,EneAn,CollFi,VindHe,AateEl	Möte Entreprenörskap	216			34-43, 45-51, 3-8, 10-14, 16-19, 21-24
17	{307F490C-10EC-460F-B93D-614AF3305B81}	Tisdag	12:40	90	HISHIS01b	HIS	AateEl	HIS01:24E	204			35-43, 45, 47-51, 3-8, 10-13, 16, 18-24
90	{4B6550FB-5A55-4D56-9F74-81C6E3704B29}	Fredag	13:40	90	HISHIS01b	HIS	AateEl	HIS01:24E	203			35-36, 38-42, 45-49, 2-8, 10-12, 16-17, 21-24
176	{E3431D64-BF12-4A64-B638-D5E8426E8356}	Fredag	15:00	90	ENGENG06	ENG	AhmeLa	ENG06:24G	216			35-36, 38-42, 45-49, 2-8, 10-12, 16-17, 21-24
711	{06078F49-D7D6-4926-A0C4-6E09F7E4A7A9}	Fredag	13:20	90	HISHIS01b	HIS	BjörMa	HIS01:24G	209			35-36, 38-42, 45-49, 2-8, 10-12, 16-17, 21-24
983	{80FC216E-4DFA-4C25-A903-2B37836108F8}	Tisdag	15:50	10		SAL		Salspärr MUSSKOL	105			34-43, 45-51, 3-8, 10-14, 16-24
413	{D847ED13-8442-4FF3-8616-C56A34372898}	Måndag	16:20	10		SAL		Salspärr MUSSKOL	014			34-43, 45-51, 3-8, 10-14, 16-24
907	{9762DFB1-142C-4291-9C60-314357E6E518}	Tisdag	15:50	10		SAL		Salspärr MUSSKOL	019			34-43, 45-51, 3-8, 10-14, 16-24
999	{85626E95-306C-45C0-A096-10FC0AA64D29}	Måndag	16:20	10		SAL		Salspärr MUSSKOL	018			34-43, 45-51, 3-8, 10-14, 16-24
1001	{3CABABDE-DE9E-49E7-B139-A59075279FDB}	Tisdag	16:50	10		SAL		Salspärr MUSSKOL	014			34-43, 45-51, 3-8, 10-14, 16-24
1002	{FFD3DB4D-FA57-4B31-AEA1-BAF2D0A96984}	Onsdag	16:20	10		SAL		Salspärr MUSSKOL	019			34-43, 45-51, 3-8, 10-14, 16-24
1003	{BC675EF6-7340-4B2F-82FE-6D222021D99D}	Onsdag	16:50	10		SAL		Salspärr MUSSKOL	018			34-43, 45-51, 3-8, 10-14, 16-24
1004	{6CEB9F2F-9818-446A-9B96-F880AE359208}	Tisdag	16:20	10		SAL		Salspärr MUSSKOL	018			34-43, 45-51, 3-8, 10-14, 16-24
1005	{058919FC-D53E-4FF2-AB9B-FB8F3EA61A82}	Måndag	16:20	10		SAL		Salspärr MUSSKOL	114			34-43, 45-51, 3-8, 10-14, 16-24
1006	{94DE2A5F-4963-4FEF-B047-66B5F89D61BA}	Torsdag	15:50	10		SAL		Salspärr MUSSKOL	114			34-43, 45-51, 3-8, 10-14, 16-19, 21-24
1007	{F1FF3F89-8288-47E9-9EA5-035AADEDA082}	Torsdag	15:50	10		SAL		Salspärr MUSSKOL	105			34-43, 45-51, 3-8, 10-14, 16-19, 21-24
1009	{7A1529A1-EAF2-4300-A50B-E2C9F45794A6}	Fredag	10:00	60		MÖTE	HusMal,TjerSt,OlliKa	Möte Rektorer				34-43, 45-50, 2-8, 10-13, 16-17, 21-24
881	{9CC75796-6C95-422C-BA8F-59E3AE3A2F9C}	Tisdag	9:45	55	MATMAT01b	MAT	HagmMa	MAT01:24Bx	037			35-43, 45, 47-51, 3-8, 10-13, 16, 18-24
38	{C3AC48D1-FA69-45D5-96EE-CEB4F9C51135}	Tisdag	9:40	120		MEDIA ÅK 1	EngsSa,FredJe	FOT01:25F,DIG01:25F,EST01:25F	204			35-43, 45, 47-51, 3-8, 10-14, 16-24
883	{A199A380-ED5A-44C7-90F4-9E5260F8A020}	Onsdag	15:00	30		Mentorstid	CollFi,GrafSo,ReveKa	KLASS:25A	202			35-41, 43, 45-49, 51, 3-8, 10-14, 16-22, 24
378	{014881C2-D1A4-4419-9817-D1BE8D4CE97D}	Torsdag	14:20	30		Mentorstid	BergSo,BerSeb,NordJi	KLASS:24D	036			35-42, 45-49, 51, 3-8, 10-14, 16, 18-19, 21-24
654	{15E78555-7CBA-436B-85FA-7F0B230FDBC3}	Onsdag	11:20	60	ESTE1000X	EST	DrouJo	EST01:25F_SA	223			35-38, 40-41, 43, 45-49, 51, 3-8, 10-14, 16-24
215	{5A392B83-59B6-4270-A146-D71713C70DA5}	Tisdag	8:30	60	SVASVA02	Svenska som andraspråk	EdoAnn	SVA02:24X	229			35-43, 45, 47-51, 3-8, 10-13, 16, 18-24
752	{A0C995C0-4347-4147-9505-9EC4949EBDD2}	Torsdag	13:20	90	ENTENR0	ENT	VindHe	ENT0:23A	E1			35-42, 45-49, 51, 3-8, 10-14, 16-17, 21-24
203	{02FA12AD-BC38-491A-804B-884DE4C611A0}	Torsdag	13:20	90	ENTENR0	ENT	CollFi	ENT0:23B	216			35-42, 45-49, 51, 3-8, 10-14, 16-17, 21-24
1010	{7FAC8500-8E0B-434E-98DF-78D94C7205B8}	Torsdag	13:20	90	ENTENR0	ENT	EneAn	ENT0:23C	202			35-42, 45-49, 51, 3-8, 10-14, 16-17, 21-24
1011	{9876F715-3C82-4352-B42E-A25CA51D82DE}	Torsdag	13:20	90	ENTENR0	ENT	AateEl	ENT0:23D	203			35-42, 45-49, 51, 3-8, 10-14, 16-17, 21-24
1012	{D5DC6B76-DE27-4C7F-A05C-AFCB866294A4}	Torsdag	13:20	90	ENTENR0	ENT	LindCh	ENT0:23E	209			35-42, 45-49, 51, 3-8, 10-14, 16-17, 21-24
1013	{6078739F-37B8-4F84-BEEF-D6817F350847}	Torsdag	13:20	90	ENTENR0	ENT	EngsSa	ENT0:23F	204			35-42, 45-49, 51, 3-8, 10-14, 16-17, 21-24
355	{7B570EEB-36B1-4FE2-9443-A2536147B054}	Onsdag	10:10	120		MEDIA ÅK 1	FredJe	FOT01:25F,DIG01:25F,EST01:25F	204			35-41, 43, 45-49, 51, 3-8, 10-14, 16-24
836	{957FD7ED-4EF8-489B-98DF-37691DB0F730}	Onsdag	15:30	60		MÖTE		SAMVERKAN	Malins rum			34-43, 45-51, 3-8, 10-14, 16-24
744	{40DC7E7E-D9EE-454F-A15D-886E3D2770A0}	Fredag	8:30	75	MATMAT02b	MAT	AmanPe	MAT02:IV_2	202			35-36, 38-42, 45-49, 2-8, 10-12, 16-17, 21-24
396	{F91A410F-8B17-413A-9485-82FDFCD044EE}	Tisdag	15:00	75	MATMAT02b	MAT	AmanPe	MAT02:IV_2	037			35-43, 45, 47-51, 3-8, 10-13, 16, 18-20, 22-24
902	{2B38E57A-525A-42DE-B049-234BC5991A57}	Fredag	13:45	75	IDRIDR01	IDR	KonTii	IDR01:24F	Rörelsehallen			35-36, 38-42, 45-49, 2-8, 10-12, 16-17, 21-24
863	{3091A882-6297-410C-AD51-6AF49082CA54}	Fredag	12:20	75	IDRIDR01	IDR	KonTii	IDR01:24E	203			35-36, 38-42, 45-49, 2-8, 10-12, 16-17, 21-24
924	{213FD261-336F-4518-85FA-0B2EDE946942}	Onsdag	8:30	90		Svenska som andraspråk	LjunLi	SVA02:24D	229			35-41, 43, 45-49, 51, 4-8, 10-13, 16-24
918	{75A3455D-728B-4E60-BACD-C97CD23672DD}	Fredag	13:40	120		MEDIA ÅK 3	EngsSa,NorrJa	MEJ01:23F,DIG01:23F	204			35-36, 38-42, 45-49, 2-8, 10-13, 16-17, 21-24
600	{06255EBE-0983-4329-B0DE-8A8F542A5622}	Fredag	10:40	120		MEDIA ÅK 2	EngsSa,FredJe	GRA01:24F,MEP02:24F	204			35-36, 38-42, 45-49, 2-8, 10-12, 16-17, 21-24
187	{1E0AF64C-B632-4879-A9D4-EE4E864FE4E7}	Onsdag	8:30	90	GYARES	GYAR	EneAn	GYAR:23E	202			35-41, 43, 45-49, 51, 3-8, 10-14, 16-18, 20-24
892	{B35F6CF4-9CEA-4210-ADA4-4583A5E9C8E4}	Torsdag	13:00	75	IDRIDR01	IDR	KonTii	IDR01:24D	036			35-42, 45-49, 51, 3-8, 10-14, 16, 19, 21-24
363	{05CEF960-5357-46DA-8C04-AECB9076A2CA}	Tisdag	13:20	90	HISHIS01b	HIS	VideRo	HIS01:24B	036			35-43, 45, 47-51, 3-8, 10-13, 16, 18-24
96	{403B8618-568F-4EE1-BE61-41B0D4CB56D3}	Måndag	8:30	90	SAMSAM02	SAM	BjörMa	SAM02:24G	209			35-43, 45, 47-51, 3-8, 10-13, 16-24
307	{49CEA84D-6EF7-4954-B615-34D4D9BF87A5}	Tisdag	10:10	90	MATMAT02b	MAT	BergSo	MAT02:24G	036			35-43, 45, 47-51, 3-8, 10-13, 16, 18-20, 22-24
85	{8538EF24-E4D3-4C9D-912A-05BAFEB35FD5}	Tisdag	12:40	90	SVESVE02	SVE	NorrJa	SVE02:24G	218			35-43, 45, 47-51, 3-8, 10-13, 16, 18-20, 22-24
621	{768EC4FB-F37F-4BF4-9DF3-7D657AE4C548}	Tisdag	12:00	30		Mentorstid	LjunLi,NorbSo	KLASS:23D	229			35-43, 45, 47-51, 3-8, 10-14, 16-18, 20-24
449	{6D55F5E4-F20A-4223-B5D5-03DA12132E83}	Tisdag	12:40	30		Mentorstid	AndeMi,FredJe	KLASS:23F	224			35-43, 45, 47-51, 3-8, 10-14, 16-18, 20-24
287	{B13AF1BC-5C14-44A6-80F5-2300C5EDB54B}	Onsdag	15:00	30		Mentorstid	EdqJos,RehnLi,BeckJo	KLASS:25B	203			35-41, 43, 45-49, 51, 3-8, 10-14, 16-22, 24
52	{8B7BFFCC-E9F0-4C80-873E-4158599F3190}	Onsdag	13:20	90	ENGE1000X	ENG	AhmeLa	ENG01:25B	216			35-41, 43, 45-49, 51, 3-8, 10-14, 16-22, 24
560	{5BF93486-C6D6-42BF-9704-C479F6C96F66}	Måndag	13:30	60		MÖTE	GrafSo,KarnFr	Möte SPETS	223			34-43, 45-51, 3-8, 10-14, 16-24
261	{1162B993-98E3-4664-91D9-50483CFCBD66}	Onsdag	11:45	50		MÖTE	AhmeLa,RehnLi,VideRo,KarlHe	Personalmöte GG			38, 41, 46, 51, 2, 6, 10, 14, 18, 22	38, 41, 46, 51, 6, 10, 14, 18, 22
586	{D8716FCF-48C9-4E42-9A80-9E9739030138}	Fredag	12:50	35		SAL	ElleJa	Salspärr Jakob	013			34-43, 45-50, 2-8, 10-13, 16-17, 21-24
1018	{4C4042FE-1BCC-4F16-9B55-C4F0EA314D42}	Torsdag	15:30	60	SVASVA03	Svenska som andraspråk	EdoAnn	SVA03:23X	229			35-42, 45-49, 51, 3-8, 10-14, 16-17, 21-24
647	{54CD8490-5C9C-41F0-B1A8-725A7EA10E43}	Torsdag	15:30	60	SVEA100X	SVEA	EdoAnn	SVA01:25X	229			35-42, 45-49, 51, 3-8, 10-14, 16-19, 21-24
244	{2AE1609E-5763-46F2-ADE7-CE8503D49921}	Måndag	13:20	90	ENGENG06	ENG	RehnLi	ENG06:24A	231			35-43, 45, 47-51, 3-8, 10-13, 16-24
420	{B311808D-3764-4F48-9338-A8AEB3EB4901}	Måndag	8:30	90		SAL		Salspärr EST02	032			34-43, 45-51, 3-8, 10-14, 16-24
661	{8A51866B-FE90-42EF-983B-C69D4D7B9735}	Tisdag	13:20	90		Svenska som andraspråk	LjunLi	SVA02:24D	229			35-43, 45, 47-51, 3-8, 10-13, 16, 18-24
20	{822F3EF2-6E09-49F2-9F36-4A0438732AE4}	Tisdag	13:20	90	SVESVE02	SVE	LjunLi	SVE02:24D	229			35-43, 45, 47-51, 3-8, 10-13, 16, 18-24
189	{0EC3AA69-DFB9-43C9-B91F-31687EF0EB18}	Tisdag	10:10	90	SVESVE03	SVE	LjunLi	SVE03:23F	229			35-43, 45, 47-51, 3-8, 10-14, 16-18, 20-24
1021	{D2B3A4D2-7BB5-471D-8AC0-F9847834F3C4}	Torsdag	12:40	90		SAL		Salspärr EST02	023			34-43, 45-51, 3-8, 10-14, 16-19, 21-24
44	{09E6682A-186D-4D83-B956-66FC4D28B297}	Tisdag	11:50	75	IDRIDR01	IDR	KonTii	IDR01:24C	037			35-43, 45, 47-51, 3-8, 10-13, 16, 18-24
492	{BCC5B697-5A54-48BF-9DB7-3B42D4E404C2}	Onsdag	8:30	90	KOSKOS0	KOS	AateEl	KOS0:23A	218	Ht		35-41, 43, 45-49, 51
875	{CE369FE1-64A2-4764-896B-5549C35C69DD}	Onsdag	8:30	90	RELREL01	REL	KarlHe	REL01:23A	218	Vt		3-8, 10-14, 16-18, 20-24
573	{41BBC43A-8491-44E6-99A1-B857897C587C}	Tisdag	13:20	90	KOSKOS0	KOS	FredJe	KOS0:23B	037	Vt		3-8, 10-14, 16-18, 20-24
695	{621ED983-8C5C-4DAB-8C2D-C46BB6836A29}	Tisdag	13:20	90	RELREL01	REL	KarlHe	REL01:23B	037	Ht		35-43, 45, 47-51
213	{25BFD7E5-3BB0-4ED9-8BE5-806D1BE063CD}	Torsdag	13:20	90	ENGENG06	ENG	KarlHe	ENG06:24E	229			35-42, 45-49, 51, 3-8, 10-14, 16, 19, 21-24
218	{D0FC24A4-CFA9-4A97-9C07-791B99E85DDF}	Tisdag	14:20	30		Mentorstid	TägtAm,GrönSa,PassAn	KLASS:25E	203			35-43, 45, 47-51, 3-8, 10-14, 16-24
640	{B23166B2-27E4-415E-AAC5-10CA47D4BC66}	Fredag	15:20	90	HISHIS01b	HIS	VideRo	HIS01:24F	218			35-36, 38-42, 45-49, 2-8, 10-12, 16-17, 21-24
852	{D8790F1F-A1B9-4B82-8158-5D615898D1B8}	Måndag	9:00	30		SAL	KnutHå	Salspärr Håkan	105			34-43, 45-51, 3-8, 10-14, 16-24
821	{19AAC379-5774-415C-9CE4-165A682CC077}	Tisdag	12:40	90	SVESVE02	SVE	HäggCa	SVE02:24A	231			35-43, 45, 47-51, 3-8, 10-13, 16, 18-24
114	{56915576-C5F4-4AC1-AACD-A15C65957776}	Tisdag	14:20	30		Mentorstid	HäggCa,BruKar,HolmCh	KLASS:24C	231			35-43, 45, 47-51, 3-8, 10-13, 16, 18-24
833	{30F46AC9-DFB1-41EE-94F9-0769AD6127CB}	Tisdag	14:20	30		Mentorstid	KarnFr,SandVi	KLASS:24A	202			35-43, 45, 47-51, 3-8, 10-13, 16, 18-24
337	{AF2C3807-63F7-4F1E-A229-615A95C7C656}	Tisdag	12:40	90	ENGE1000X	ENG	RehnLi	ENG01:25A	215			35-43, 45, 47-51, 3-8, 10-14, 16-22, 24
477	{6A47921A-FA54-426E-A387-1048826C0B96}	Onsdag	15:25	75	IDRIDR01	IDR	KonTii	IDR01:24A	Rörelsehallen			35-41, 43, 45-49, 51, 3-8, 10-13, 16-24
1051	{0D68EA85-9F6C-4167-84B1-5A5E9A44161C}	Fredag	8:30	25		SAL	KnutHå	Salspärr Håkan	105			34-43, 45-50, 2-8, 10-13, 16-17, 21-24
250	{F6A003CC-BFEA-454B-8344-B956C52A2772}	Måndag	10:10	90	NATU1B00X	NAK	AndeMi	NAK01:25A	224			35-43, 45, 47-51, 3-8, 10-14, 16-20, 22-24
136	{9EC0E263-EA3D-4353-B753-3F332D9D35EA}	Måndag	8:30	90	MATE1B00X	MAT	BergSo	MAT01:25A	036			35-43, 45, 47-51, 3-8, 10-14, 16-20, 22-24
229	{006618B1-6C10-4F4C-86E1-1B7CCD85C7B3}	Måndag	12:40	90	SAMH1B00X	SAM	NorrJa	SAM01:25A	218			35-43, 45, 47-51, 3-8, 10-14, 16-20, 22-24
