PK (7100)	GUID (5800)	DayOfWeek (7101)	Starttime (7102)	Length (7115)	Course (7106)	Subject (7103)	Teacher (7104)	Group (7105)	Room (7107)	Period (7108)	Week (7109)	ActualWeeks (7167)
432	{092BF7D8-5507-44A8-AE5A-3EB13A139531}	Måndag	11:55	30	MUSINS03S	MUS	MeliPm	GI03:23C_MarAll	018			35-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-24
75	{0B1D3A61-46F3-4C94-9364-185C6DFB1D37}	Fredag	13:20	30	MUSINS03S	MUS	MeliPm	GI03:23A_OliBÖq	014			35-36, 38-42, 45-49, 2-8, 10, 12-13, 16-17, 21-24
512	{ED6550B8-7F2E-41CB-8941-C3E3F8B58D85}	Måndag	9:35	30	MUSINS03S	MUS	MeliPm	GI03:23A_SimDan	018			35-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-24
1086	{90AD9327-CDA2-4684-A4C3-D6F0493B538F}	Onsdag	10:10	30	MUSINS03S	MUS	MeliPm	GI03:23A_SteBan	102			35-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-18, 20-24
437	{560FB937-194C-41FD-AD90-7C3E2C69DD2E}	Onsdag	10:45	30	MUSINS03S	MUS	MeliPm	GI03:23A_VikCou	102			35-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-18, 20-24
360	{9FFAB183-048A-4774-871B-17181E4F8C60}	Måndag	14:15	30	MUSINS03S	MUS	MeliPm	GI03:23B_BenFor	014			35-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-24
509	{37E91D68-0E99-4A7A-9805-D63ED183B956}	Fredag	13:55	30	MUSINS03S	MUS	MeliPm	GI03:23B_JonHol	014			35-36, 38-42, 45-49, 2-8, 10, 12-13, 16-17, 21-24
500	{176F37C6-99C5-4DAA-956A-09AC48786ED3}	Torsdag	10:50	30	MUSINS02S	MUS	MeliPm	GI02:23B_LeoGrö	111			35-42, 45-49, 51, 3-8, 10, 12-14, 16-17, 21-24
885	{18B91EE8-8F56-4041-9E55-F6BB6CFB9D03}	7	0:00	30	MUSINS03S	MUS	HolmCh	GI03:23B_LeoHal	018			34-43, 45-51, 2-8, 10, 12-14, 16-24
132	{B43FC6C6-4611-43F3-9F6E-E021C0418F30}	Fredag	13:45	30	MUSINS03S	MUS	KullJo	GI03:23B_LudLag	018			35-36, 38-42, 45-49, 2-8, 10, 12-13, 16-17, 21-24
462	{A497BD5F-15D8-484D-A4B9-3999214D5BD1}	Fredag	11:15	30	MUSINS03S	MUS	KullJo	GI03:23B_MilIge	014			35-36, 38-42, 45-49, 2-8, 10, 12-13, 16-17, 21-24
445	{003AAD4D-D9D2-4A36-9659-32A218A53C64}	Torsdag	12:05	30	MUSINS03S	MUS	KullJo	GI03:23B_PetGFj	113			35-42, 45-49, 51, 3-8, 10, 12-14, 16-17, 21-24
481	{5721AE44-C63C-4E47-B8D7-9B0F7DFF4348}	Tisdag	12:45	30	MUSINS03S	MUS	KullJo	GI03:23B_TinKär	113			35-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-24
1054	{F8476ACE-5BC3-4F82-BBD9-064D09419BF1}	Tisdag	12:45	30	MUSINS03S	MUS	HolmCh	GI03:23B_VikLag	018			35-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-24
636	{A9C2F291-A421-42DA-B1DE-8272DF751117}	Måndag	11:45	30	MUSINS03S	MUS	KullJo	GI03:23C_DanPar	106			35-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-24
895	{552E7BE4-1B67-4139-AE0B-FAA8E0D41C01}	Torsdag	12:15	30	MUSINS03S	MUS	HolmCh	GI03:23C_FreRid	018			35-42, 45-49, 51, 3-8, 10, 12-14, 16-17, 21-24
692	{DCD5C925-EEA1-4607-AC5E-B773FBE7FE1D}	Torsdag	10:10	30	MUSINS03S	MUS	HolmCh	GI03:23C_IneRyd	018			35-42, 45-49, 51, 3-8, 10, 12-14, 16-17, 21-24
520	{08D7E7C1-9229-4330-94EE-89BB087ABFC3}	Torsdag	9:35	30	MUSINS03S	MUS	HolmCh	GI03:23C_KnuNor	018			35-42, 45-49, 51, 3-8, 10, 12-14, 16-18, 21-24
829	{2A2C8A81-911B-444D-9E86-7F6407552278}	Torsdag	12:45	30	MUSINS03S	MUS	HolmCh	GI03:23C_MarLin	018			35-42, 45-49, 51, 3-8, 10, 12-14, 16-17, 21-24
830	{C10F4E36-354B-4453-A1F2-65FD0EA9200D}	Onsdag	15:10	30	MUSINS03S	MUS	LindCh	GI03:23C_MaxLöf	014			35-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-18, 20-24
529	{9BA95344-0258-4F05-9502-D0105DC57136}	Måndag	9:30	30	MUSINS03S	MUS	LindCh	GI03:23C_NilSvä	113			35-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-24
787	{ADE7FCDA-7145-4FF9-BE37-D73B681969B4}	Onsdag	13:25	30	MUSINS03S	MUS	LindCh	GI03:23C_NoaNil	014			35-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-18, 20-24
404	{66ACCEC8-7DCE-4891-83C9-F2BFBF212F70}	Onsdag	14:00	30	MUSINS03S	MUS	LindCh	GI03:23C_NoaSal	014			35-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-18, 20-24
961	{07512EE4-25A2-4DFB-AAF0-FA68F940C060}	Onsdag	14:35	30	MUSINS03S	MUS	LindCh	GI03:23C_TomSko	014			35-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-18, 20-24
846	{C5FF98CB-47C8-41ED-83CE-7CBCEDCBFDBB}	Tisdag	13:45	30	MUSINS03S	MUS	LindCh	GI03:23F_ChaWes	113			35-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-24
861	{0C143924-A29F-4A77-874D-27017296601A}	Tisdag	13:20	30	MUSINS03S	MUS	JonsLa	GI03:23F_GunWHo	102			35-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-24
510	{3397F34B-F898-4EC3-ABC9-7AF66CADFAB6}	Onsdag	12:10	30	MUSINS03S	MUS	JonsLa	GI03:23F_HugVid	018			35-38, 40-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-18, 20-24
496	{26CF8915-3B2C-47AB-BC18-CE1A4510B061}	Onsdag	12:40	30	MUSINS03S	MUS	JonsLa	GI03:23F_KiaSFe	018			35-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-18, 20-24
499	{F0AC952F-8B68-4A0A-B9E2-BB6C9A80EF27}	Tisdag	9:35	30	MUSINS03S	MUS	JonsLa	GI03:23F_LeoUus	106			35-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-24
455	{7F55FF23-9183-48BC-A9E4-D27EB9B9F985}	Onsdag	14:20	30	MUSINS03S	MUS	JonsLa	GI03:23F_MaxÅbe	018			35-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-18, 20-24
929	{2F3592D6-F416-4625-87D4-68A62BB61712}	Onsdag	13:10	30	MUSINS03S	MUS	JonsLa	GI03:23F_PhiWal	018			35-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-18, 20-24
855	{3679EF91-941F-44A4-AA70-4B01D7F22B12}	Torsdag	9:40	30	INSR1000XGIT	MUS	TörnEf	LS-GI01:25E_ChaNel	014			35-42, 45-49, 51, 3-8, 10, 12-14, 16-19, 21-24
390	{68048CA2-0F34-4E44-AC8A-3EC2097ABFF4}	Torsdag	10:50	30	INSR1000XGIT	MUS	TörnEf	LS-GI01:25E_RilNJo	014			35-42, 45-49, 51, 3-8, 10, 12-14, 16-19, 21-24
552	{F3A187BA-3923-4E97-AABF-03C01F5C8766}	Torsdag	10:15	30	INSR1000XGIT	MUS	TörnEf	LS-GI01:25E_SteJon	014			35-42, 45-49, 51, 3-8, 10, 12-14, 16-19, 21-24
505	{EC4C9115-D99A-474C-BDE0-36577FBDBB67}	Fredag	15:25	30	INSR1000XPNO	MUS	NydaPe	LS-PI01:25D_OleFal	115			35-36, 38-42, 45-49, 2-8, 10, 12-13, 16-17, 21-24
424	{7D15AB76-C06C-41BD-93CA-F9D9133F2CA4}	Fredag	14:50	30	INSR1000XPNO	MUS	NydaPe	LS-PI01:25E_SheCen	115			35-36, 38-42, 45-49, 2-8, 10, 12-13, 16-17, 21-24
253	{ED893C17-0C9F-4104-BAC5-9D9FADFF2353}	Tisdag	10:45	30	INSR1000XSNG	MUS	StarMo	LS-SÅ01:25D_LimKin	226			35-43, 45, 47-51, 3-8, 10, 12-14, 16-24
1	{88EFB0B0-BC21-4537-8BBB-BF89601F2F07}	Tisdag	10:10	30	INSR1000XSNG	MUS	GrönSa	LS-SÅ01:25D_LisJär	111			35-43, 45, 47-51, 3-8, 10, 12-14, 16-24
628	{7C0CCF83-131A-4D0B-B006-7FBB94802CB4}	Måndag	9:00	30	INSR1000XSNG	MUS	StarMo	LS-SÅ01:25D_LivZBl	225			35-43, 45, 47-51, 3-8, 10, 12-14, 16-20, 22-24
561	{C6C8B2C4-6AA0-4C9F-AAC8-74C4E2578814}	Tisdag	9:40	30	INSR1000XSNG	MUS	StarMo	LS-SÅ01:25D_LovSch	227			35-43, 45, 47-51, 3-8, 10, 12-14, 16-24
632	{17FD3107-08A1-41B4-9870-39C8B0BF548C}	Måndag	9:00	30	INSR1000XSNG	MUS	LindAn	LS-SÅ01:25D_SadSEi	110			35-43, 45, 47-51, 3-8, 10, 12-14, 16-20, 22-24
526	{1095A489-5869-44B6-A8E0-5BA441CE58AB}	Torsdag	14:25	30	INSR1000XSNG	MUS	LindAn	LS-SÅ01:25D_SirGNe	227			35-42, 45-49, 51, 3-8, 10, 12-14, 16-19, 21-24
698	{70363C03-125F-498C-867B-50398B831B7F}	Tisdag	9:40	30	INSR1000XSNG	MUS	GrönSa	LS-SÅ01:25E_LilASa	111			35-43, 45, 47-51, 3-8, 10, 12-14, 16-24
676	{40BA901E-8628-456A-9B1B-BDEA7D50EE35}	Tisdag	11:20	30	INSR1000XSNG	MUS	StarMo	LS-SÅ01:25E_LotPri	226			35-43, 45, 47-51, 3-8, 10, 12-14, 16-24
341	{C709277C-5750-42E8-8023-32CE6329BD8D}	Torsdag	14:55	30	INSR1000XSNG	MUS	LindAn	LS-SÅ01:25E_LumOls	227			35-42, 45-49, 51, 3-8, 10, 12-14, 16-19, 21-24
953	{2D545A58-9873-4962-8F28-9F99B7B21610}	Tisdag	11:55	30	INSR1000XSNG	MUS	StarMo	LS-SÅ01:25E_NorLWi	226			35-43, 45, 47-51, 3-8, 10, 12-14, 16-24
616	{31508003-4524-4EDE-945E-44D1B770789D}	Måndag	9:00	30	INSR1000XSNG	MUS	GrönSa	LS-SÅ01:25E_RutLil	111			35-43, 45, 47-51, 3-8, 10, 12-14, 16-20, 22-24
334	{6F2ED737-FB7B-4660-953F-5E0A18D868F8}	Måndag	9:35	30	INSR1000XSNG	MUS	GrönSa	LS-SÅ01:25E_TLiLin	111			35-43, 45, 47-51, 3-8, 10, 12-14, 16-20, 22-24
468	{D50364B6-D6DD-4177-9DFD-6A209B823825}	Måndag	9:35	30	INSR1000XSNG	MUS	StarMo	LS-SÅ01:25E_VlaYak	225			35-43, 45, 47-51, 3-8, 10, 12-14, 16-20, 22-24
545	{7D3030CE-D60C-4A41-941D-E8FB766A37E5}	Onsdag	10:10	30	INSR1000XPNO	MUS	SiweAn	PI01:25A_LilAnd	115			35-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-22, 24
792	{D6CE313B-5DFD-4FAB-8842-B78FCC92DF82}	Torsdag	11:25	30	INSR1000XPNO	MUS	NydaPe	PI01:25C_AleBod	115			35-42, 45, 47-49, 51, 3-8, 10, 12-14, 16-19, 21-24
537	{0EF79BA1-159E-4E5B-85BF-D92377D501E4}	Tisdag	12:30	30	INSR1000XPNO	MUS	SiweAn	PI01:25B_AlfPet	115			35-43, 45, 47-51, 3-8, 10, 12-14, 16-22, 24
735	{5853D343-91CA-40F6-AEA7-FDF689DD34EB}	Onsdag	10:40	30	INSR1000XPNO	MUS	SiweAn	PI01:25B_SamJAr	115			35-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-22, 24
564	{A08F1BC6-FA30-44BA-A879-EFA1DBE2F5D8}	Torsdag	10:50	30	INSR1000XPNO	MUS	NydaPe	PI01:25C_DanSam	115			35-42, 45, 47-49, 51, 3-8, 10, 12-14, 16-19, 21-24
750	{DD2CB521-5109-460F-8828-D95DF16238BA}	Torsdag	14:20	30	INSR1000XPNO	MUS	NydaPe	PI01:25C_SimRoz	114			35-42, 45-49, 51, 3-8, 10, 12-14, 16-19, 21-24
728	{7E267CEE-9B36-4F03-A630-9A069A4F80CE}	Onsdag	9:35	30	MUSINS02S	MUS	MagnLe	PI02:24A_KevBlo	013			35-41, 43, 45-49, 51, 4-8, 10, 12-13, 16-24
1008	{A96919EE-C57E-4E19-B307-D502F4E861D6}	Fredag	8:55	30	MUSINS02S	MUS	MagnLe	PI02:24A_DriEng	013			35-36, 38-42, 45-49, 2-8, 10, 12, 16-17, 21-24
933	{CC151E21-3109-4C67-AFB0-577CCCF897A7}	Onsdag	13:00	30	MUSINS02S	MUS	MagnLe	PI02:24B_ValABa	013			35-41, 43, 45-49, 51, 3-8, 10, 12-13, 16-24
574	{EB12F64E-3F68-40AE-900D-C325112BD444}	Fredag	9:30	30	MUSINS02S	MUS	MagnLe	PI02:24C_FelFre	013			35-36, 38-42, 45-49, 2-8, 10, 12, 16-17, 21-24
386	{B0A48CCC-7380-4437-820D-D68298957AAE}	Tisdag	13:30	30	MUSINS02S	MUS	MagnLe	PI02:24C_SimShe	013			35-43, 45, 47-51, 3-8, 10, 12-13, 16, 18-20, 22-24
37	{3DA41BD8-BD76-4FC0-8187-0983309A9EFC}	Onsdag	14:10	30	MUSINS02S	MUS	MagnLe	PI02:24F_ChrVRo	013			35-41, 43, 45-49, 51, 3-8, 10, 12-13, 16-24
1064	{D40D4396-328B-41EC-8211-E5F330C94C96}	Onsdag	13:35	30	MUSINS02S	MUS	MagnLe	PI02:24F_MelÅke	013			35-41, 43, 45-49, 51, 4-8, 10, 12-13, 16-24
572	{44B8F79F-6C0E-4EBF-94A5-3ED2DBFBFC6E}	Torsdag	15:00	30	MUSINS03S	MUS	ElleJa	PI03:23A_DanChe	013			35-42, 45-49, 51, 3-8, 10, 12-14, 16-17, 21-24
153	{630CF817-75E8-443A-8A39-62161D14D5DA}	Torsdag	15:35	30	MUSINS03S	MUS	ElleJa	PI03:23A_EliATh	013			35-42, 45-49, 51, 3-8, 10, 12-14, 16-17, 21-24
826	{3EFC45CB-BAF2-4A20-B7BD-7560792EB067}	Fredag	13:55	30	MUSINS03S	MUS	ElleJa	PI03:23A_IkoAWi	013			35-36, 38-42, 45-49, 2-8, 10, 12-13, 16-17, 21-24
791	{A75EFDDB-DAFF-4857-8962-D1B8B66C3F80}	Fredag	14:55	30	MUSINS03S	MUS	ElleJa	PI03:23A_IsaElo	013			35-36, 38-42, 45-49, 2-8, 10, 12-13, 16-17, 21-24
579	{B4C4DA27-6667-4A6F-81B9-DBDCA86B27B7}	Torsdag	11:45	30	MUSINS03S	MUS	ElleJa	PI03:23B_EmeJoh	013			35-42, 45-49, 51, 3-8, 10, 12-14, 16-17, 21-24
845	{9B630751-0C84-4742-8D03-10397A38DCF1}	Fredag	13:25	30	MUSINS03S	MUS	ElleJa	PI03:23B_FolFas	013			35-36, 38-42, 45-49, 2-8, 10, 12-13, 16-17, 21-24
1019	{DBA09F86-D87D-41FD-9B0C-60AF9FD4C24C}	Torsdag	9:30	30	MUSINS03S	MUS	ElleJa	PI03:23C_LovBen	013			35-42, 45-49, 51, 3-8, 10, 12-14, 16-18, 21-24
200	{8F6E1FB1-5778-4899-9606-EB3AD1DB0A53}	Fredag	14:25	30	MUSINS03S	MUS	ElleJa	PI03:23C_SamWRy	013			35-36, 38-42, 45-49, 2-8, 10, 12-13, 16-17, 21-24
580	{5950004B-B636-4286-A048-0AEDB21075BE}	Fredag	10:40	30	MUSINS03S	MUS	ElleJa	PI03:23C_TurSjö	013			35-36, 38-42, 45-49, 2-8, 10, 12-13, 16-17, 21-24
587	{B8674E0A-CA84-4BE3-A8D2-805300A8FEDB}	Torsdag	9:00	30	MUSINS03S	MUS	ElleJa	PI03:23C_ValSjö	013			35-42, 45-49, 51, 3-8, 10, 12-14, 16-18, 21-24
712	{D241BBC4-5D6A-4D90-9293-C25D883CD8B8}	Torsdag	12:30	45	INSR1000XELB	MUS	KarnFr	SP-BS01:25A_EstHer	012			35-42, 45, 47-49, 51, 3-8, 10, 12-14, 16-19, 21-24
598	{D0A5D684-A515-4200-B8B1-D1F25F0D7BA4}	Torsdag	14:20	45	INSR1000XELB	MUS	KarnFr	SP-BS01:25B_JacKnu	012			35-42, 45-49, 51, 3-8, 10, 12-14, 16-19, 21-24
570	{E30C9C70-F111-4E06-9975-3DBCCE13279C}	Torsdag	14:15	45	INSR1000XGIT	MUS	TörnEf	SP-GI01:25B_WilAnd	113			35-42, 45-49, 51, 3-8, 10, 12-14, 16-19, 21-24
973	{24161C48-B075-48BF-8561-22128F8FA00C}	Torsdag	8:50	45	INSR1000XGIT	MUS	TörnEf	SP-GI01:25C_JesDNo	014			35-42, 45, 47-49, 51, 3-8, 10, 12-14, 16-19, 21-24
756	{10D56066-184B-4538-A24E-D78F3932D719}	Tisdag	9:45	45	INSR1000XSNG	MUS	GrafSo	SP-SÅ01:25A_EllSVD	226			35-43, 45, 47-51, 3-8, 10, 12-14, 16-22, 24
872	{7373F276-065A-4A33-8FE0-177FBDD5B031}	Tisdag	14:15	45	INSR1000XSNG	MUS	GrafSo	SP-SÅ01:25A_EstCMå	227			35-43, 45, 47-51, 3-8, 10, 12-14, 16-22, 24
620	{D0A37F30-285D-4A71-9C84-C68EB96C9A19}	Torsdag	11:50	45	INSR1000XSNG	MUS	GrafSo	SP-SÅ01:25A_LeoTid	226			35-42, 45, 47-49, 51, 3-8, 10, 12-14, 16-19, 21-24
844	{447A155E-9899-4DAD-8FCA-42EAA3B39FB7}	Onsdag	10:30	45	INSR1000XSNG	MUS	GrafSo	SP-SÅ01:25B_EbbWol	114			35-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-22, 24
144	{3D2DA8A3-72BA-4F8F-B4B9-C7A892EF1A81}	Måndag	8:30	45	INSR1000XSNG	MUS	GrafSo	SP-SÅ01:25C_AliOCa	227			35-43, 45, 47-51, 3-8, 10, 12-14, 16-20, 22-24
591	{9817A819-7B5C-4D39-AB9F-9D56B1BB3655}	Måndag	9:20	45	INSR1000XSNG	MUS	GrafSo	SP-SÅ01:25C_EdiVes	227			35-43, 45, 47-51, 3-8, 10, 12-14, 16-20, 22-24
594	{B639FF9A-BFB7-49B1-AFF1-E07D81ACE873}	Onsdag	9:40	45	INSR1000XSNG	MUS	GrafSo	SP-SÅ01:25C_MarFla	114			35-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-22, 24
596	{C196CF63-92C5-4AB8-AA4B-BA7BB16D630A}	Måndag	14:15	45	INSR1000XTRM	MUS	ErikBe	SP-TR01:25A_AlbNil	017			35-43, 45, 47-51, 3-8, 10, 12-14, 16-20, 22-24
122	{08D83897-3CFD-41B7-B82A-D245E23B9591}	Måndag	15:00	45	INSR1000XTRM	MUS	ErikBe	SP-TR01:25B_DylBJa	017			35-43, 45, 47-51, 3-8, 10, 12-14, 16-20, 22-24
469	{F6DDB56F-4FA4-43A4-A9C9-8BBF2D22A6A3}	Måndag	9:20	45	INSR1000XTRM	MUS	ErikBe	SP-TR01:25C_MelLar	017			35-43, 45, 47-51, 3-8, 10, 12-14, 16-20, 22-24
599	{EAE5A87F-8C43-4D1D-9534-27B154262FEF}	Onsdag	13:40	30	MUSINS02S	MUS	StarMo	SW02:24D_AliKur	103			35-41, 43, 45-49, 51, 4-8, 10, 12-13, 16-24
625	{F47FB490-37DC-4860-A62A-96ABC765ABE3}	Måndag	10:30	30	MUSINS02S	MUS	StarMo	SW02:24D_AlmBäc	225			35-43, 45, 47-51, 3-8, 10, 12-13, 16-24
555	{66B0E36A-CF5C-41AD-9DD8-34E24853E79C}	Måndag	10:45	30	MUSINS02S	MUS	GrönSa	SW02:24D_CarRoo	111			35-43, 45, 47-51, 3-8, 10, 12-13, 16-24
769	{B1DE2A0D-75C5-423B-A779-8F0B5204075D}	Måndag	11:20	30	MUSINS02S	MUS	GrönSa	SW02:24D_ElsJAh	111			35-43, 45, 47-51, 3-8, 10, 12-13, 16-24
630	{A368A549-20FC-4AFF-84CC-95DB9F76848A}	Måndag	11:05	30	MUSINS02S	MUS	StarMo	SW02:24D_EmeBob	225			35-43, 45, 47-51, 3-8, 10, 12-13, 16-24
948	{452776F2-769D-49FF-9EED-D84404A5129E}	Måndag	10:10	30	MUSINS02S	MUS	GrönSa	SW02:24D_GusKli	111			35-43, 45, 47-51, 3-8, 10, 12-13, 16-24
613	{1EC7D766-DBCB-4384-9875-5EE350E35CF9}	Onsdag	13:20	30	MUSINS02S	MUS	GrönSa	SW02:24D_IsaAve	227			35-41, 43, 45-49, 51, 4-8, 10, 12-13, 16-24
415	{72FF3E54-9FD2-40EF-A8FF-9AA42F2E8E3D}	Fredag	15:25	30	MUSINS02S	MUS	NordJi	SW02:24D_IsaFBo	225			35-36, 38-42, 45-49, 2-8, 10, 12, 16-17, 21-24
646	{B8449AAC-D470-4A4F-9E18-A92EA8FED7DC}	Fredag	11:30	30	MUSINS02S	MUS	GrönSa	SW02:24D_LeaAnd	227			35-36, 38-42, 45-49, 2-8, 10, 12, 16-17, 21-24
856	{168DC544-1AF6-439F-BDAE-51C5CACFDF6F}	Onsdag	13:55	30	MUSINS02S	MUS	GrönSa	SW02:24D_LovHer	227			35-41, 43, 45-49, 51, 4-8, 10, 12-13, 16-24
783	{DD6C2A22-2E58-4F8F-BCAE-F69804FB45DC}	Fredag	12:00	30	MUSINS02S	MUS	GrönSa	SW02:24D_MinFor	227			35-36, 38-42, 45-49, 2-8, 10, 12, 16-17, 21-24
578	{81008DC9-2186-4619-B3F2-004EC78363C2}	Fredag	12:05	30	MUSINS02S	MUS	NordJi	SW02:24D_MolAHo	225			35-36, 38-42, 45-49, 2-8, 10, 12, 16-17, 21-24
906	{4C355273-DDF1-4A5F-B677-12ED518020EA}	Måndag	10:20	30	MUSINS02S	MUS	LindLi	SW02:24D_VilHel	233			35-43, 45, 47-51, 3-8, 10, 12-13, 16-24
525	{D180E959-0250-4889-A7F8-2B3E3F6A0063}	Måndag	11:30	30	MUSINS02S	MUS	LindLi	SW02:24E_BryPVa	233			35-43, 45, 47-51, 3-8, 10, 12-13, 16-24
169	{A073E854-095C-46D7-897E-907B697B382A}	Måndag	12:05	30	MUSINS02S	MUS	LindLi	SW02:24E_EllWoo	233			35-43, 45, 47-51, 3-8, 10, 12-13, 16-24
527	{EF8A90DC-23F4-432A-A77D-79913D216515}	Fredag	9:35	30	MUSINS02S	MUS	LindLi	SW02:24E_HavKur	106			35-36, 38-42, 45-49, 2-8, 10, 12, 16-17, 21-24
725	{D437D4CA-2B0C-434F-A5F6-155390C805D8}	Måndag	11:15	30	MUSINS02S	MUS	PudaNi	SW02:24E_HecBjö	114			35-43, 45, 47-51, 3-8, 10, 12-13, 16-24
624	{21FD4B34-7A4F-4AD6-AC57-FFC3F2206F64}	Tisdag	10:15	30	MUSINS02S	MUS	PudaNi	SW03:24E_HugSto	110			35-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-24
652	{1A9FC08E-55FC-43DC-9221-B11F5507E421}	Måndag	10:40	30	MUSINS02S	MUS	PudaNi	SW02:24E_IsaSil	114			35-43, 45, 47-51, 3-8, 10, 12-13, 16-24
130	{1BF0F2B2-0563-427F-A21A-6C27B5374F39}	Onsdag	12:30	30	MUSINS02S	MUS	StarMo	SW02:24E_OliVPe	103			35-41, 43, 45-49, 51, 4-8, 10, 12-13, 16-24
609	{941E1A03-A7B5-443A-B0F2-F4DAD4FFF1EF}	Onsdag	13:05	30	MUSINS02S	MUS	PudaNi	SW02:24E_SerTre	114			35-41, 43, 45-49, 51, 4-8, 10, 12-13, 16-24
623	{F8516243-7915-430D-9F4A-03A0EED5ADF7}	Onsdag	13:40	30	MUSINS02S	MUS	PudaNi	SW02:24E_SirLun	114			35-41, 43, 45-49, 51, 4-8, 10, 12-13, 16-24
626	{12FB7C61-B9CF-4C81-A639-B20547263B51}	Onsdag	13:05	30	MUSINS02S	MUS	StarMo	SW02:24E_TarPer	103			35-41, 43, 45-49, 51, 4-8, 10, 12-13, 16-24
611	{B2ED2D76-5706-4D02-9389-BA18084D919F}	Onsdag	14:15	30	MUSINS02S	MUS	PudaNi	SW02:24E_VilNil	114			35-41, 43, 45-49, 51, 3-8, 10, 12-13, 16-24
690	{A56E5E4F-AD4E-4669-B822-0CFF9D1676CD}	Torsdag	12:45	30	MUSINS02S	MUS	GrönSa	SW03:23D_EllAhl	115			35-42, 45-49, 51, 3-8, 10, 12-14, 16-17, 21-24
105	{0360DA9A-3611-4D42-8EBC-50A7831CFCB3}	Onsdag	12:45	30	MUSINS02S	MUS	GrönSa	SW03:23D_EltGew	111			35-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-18, 20-24
635	{AE1885C8-0D75-4F8B-8DBB-E9EBA80F12E6}	Torsdag	12:10	30	MUSINS02S	MUS	GrönSa	SW03:23D_EstJav	115			35-42, 45-49, 51, 3-8, 10, 12-14, 16-17, 21-24
487	{5D99C0DA-6C7F-4349-AA7E-C841D45C8C7C}	Tisdag	13:15	30	MUSINS02S	MUS	GrönSa	SW03:23D_HanFra	226			35-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-24
614	{909A6DAC-A514-4B88-93E9-581982939C26}	Tisdag	12:40	30	MUSINS02S	MUS	GrönSa	SW03:23D_HerHBe	226			35-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-24
633	{F7FEB9A5-44F2-4702-8ED2-69D09A0C4286}	Måndag	13:45	30	MUSINS02S	MUS	GrönSa	SW03:23D_LivNSt	103			35-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-24
551	{0444BA67-55B1-4F4A-B1C5-9A38821FC942}	Onsdag	12:10	30	MUSINS02S	MUS	LindAn	SW03:23D_MalHan	227			35-38, 40-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-18, 20-24
453	{C5154933-2804-4B0F-964C-0558BFD6B893}	Torsdag	9:35	30	MUSINS02S	MUS	NordJi	SW03:23D_MarGhe	225			35-42, 45-49, 51, 3-8, 10, 12-14, 16-18, 21-24
931	{924442AD-0BDA-4DB8-B50E-1D219246DC38}	Tisdag	12:40	30	MUSINS02S	MUS	PudaNi	SW03:23D_MilDid	110			35-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-24
975	{DE9F6D30-AD33-45EE-A24F-90C9189B31B0}	Torsdag	10:10	30	MUSINS02S	MUS	NordJi	SW03:23D_MolKRu	225			35-42, 45-49, 51, 3-8, 10, 12-14, 16-17, 21-24
26	{645B4AEA-C869-484F-87EE-154D3241370C}	Tisdag	13:45	30	MUSINS02S	MUS	GrönSa	SW03:23D_NoaJan	226			35-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-24
637	{EE01C33F-61FD-4F9D-987D-00ACDC45DDA0}	Onsdag	12:40	30	MUSINS02S	MUS	LindAn	SW03:23D_VigFro	227			35-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-18, 20-24
641	{23500375-C072-49B0-96B0-79D2E65902BA}	Tisdag	12:05	30	MUSINS02S	MUS	PudaNi	SW03:23E_AzrTum	110			35-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-24
